1986-06-08,15,6358,THE SONGS OF DISTANT EARTH,ARTHUR C. CLARKE
1986-06-08,16,2193,HIGH HEARTS,RITA MAE BROWN
1986-06-08,17,5065,THE ENEMY WITHIN,L. RON HUBBARD
1986-06-15,1,189,A PERFECT SPY,JOHN LE CARR��
1986-06-15,2,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-06-15,3,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-06-15,4,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-06-15,5,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-06-15,6,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-06-15,7,2624,LAKE WOBEGON DAYS,GARRISON KEILLOR
1986-06-15,8,4443,TAMING A SEA-HORSE,ROBERT B. PARKER
1986-06-15,9,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-06-15,10,5309,THE GOOD MOTHER,SUE MILLER
1986-06-15,11,3279,NOBODY LIVES FOREVER,JOHN GARDNER
1986-06-15,12,2690,LIE DOWN WITH LIONS,KEN FOLLETT
1986-06-15,13,823,BREAK IN,DICK FRANCIS
1986-06-15,14,4680,THE BOOK OF ABRAHAM,MAREK HALTER
1986-06-15,15,2193,HIGH HEARTS,RITA MAE BROWN
1986-06-22,1,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-06-22,2,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-06-22,3,189,A PERFECT SPY,JOHN LE CARR��
1986-06-22,4,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-06-22,5,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-06-22,6,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-06-22,7,4443,TAMING A SEA-HORSE,ROBERT B. PARKER
1986-06-22,8,5310,THE GOOD MOTHER,SUE MILLER
1986-06-22,9,2624,LAKE WOBEGON DAYS,GARRISON KEILLOR
1986-06-22,10,2026,GONE WITH THE WIND,MARGARET MITCHELL
1986-06-22,11,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-06-22,12,3279,NOBODY LIVES FOREVER,JOHN GARDNER
1986-06-22,13,596,BARRIER ISLAND,JOHN D. MACDONALD
1986-06-22,14,2690,LIE DOWN WITH LIONS,KEN FOLLETT
1986-06-22,15,4680,THE BOOK OF ABRAHAM,MAREK HALTER
1986-06-22,16,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-06-29,1,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-06-29,2,189,A PERFECT SPY,JOHN LE CARR��
1986-06-29,3,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-06-29,4,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-06-29,5,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-06-29,6,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-06-29,7,4443,TAMING A SEA-HORSE,ROBERT B. PARKER
1986-06-29,8,2624,LAKE WOBEGON DAYS,GARRISON KEILLOR
1986-06-29,9,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-06-29,10,2026,GONE WITH THE WIND,MARGARET MITCHELL
1986-06-29,11,5309,THE GOOD MOTHER,SUE MILLER
1986-06-29,12,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-06-29,13,2690,LIE DOWN WITH LIONS,KEN FOLLETT
1986-06-29,14,596,BARRIER ISLAND,JOHN D. MACDONALD
1986-06-29,15,2753,LONESOME DOVE,LARRY MCMURTRY
1986-07-06,1,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-07-06,2,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-07-06,3,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-07-06,4,189,A PERFECT SPY,JOHN LE CARR��
1986-07-06,5,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-07-06,6,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-07-06,7,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-07-06,8,4443,TAMING A SEA-HORSE,ROBERT B. PARKER
1986-07-06,9,2624,LAKE WOBEGON DAYS,GARRISON KEILLOR
1986-07-06,10,2026,GONE WITH THE WIND,MARGARET MITCHELL
1986-07-06,11,5309,THE GOOD MOTHER,SUE MILLER
1986-07-06,12,596,BARRIER ISLAND,JOHN D. MACDONALD
1986-07-06,13,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-07-06,14,2690,LIE DOWN WITH LIONS,KEN FOLLETT
1986-07-06,15,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-07-13,1,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-07-13,2,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-07-13,3,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-07-13,4,189,A PERFECT SPY,JOHN LE CARR��
1986-07-13,5,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-07-13,6,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-07-13,7,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-07-13,8,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-07-13,9,2026,GONE WITH THE WIND,MARGARET MITCHELL
1986-07-13,10,5309,THE GOOD MOTHER,SUE MILLER
1986-07-13,11,4443,TAMING A SEA-HORSE,ROBERT B. PARKER
1986-07-13,12,2624,LAKE WOBEGON DAYS,GARRISON KEILLOR
1986-07-13,13,596,BARRIER ISLAND,JOHN D. MACDONALD
1986-07-13,14,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-07-13,15,2690,LIE DOWN WITH LIONS,KEN FOLLETT
1986-07-13,16,2753,LONESOME DOVE,LARRY MCMURTRY
1986-07-20,1,7165,WANDERLUST,DANIELLE STEEL
1986-07-20,2,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-07-20,3,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-07-20,4,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-07-20,5,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-07-20,6,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-07-20,7,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-07-20,8,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-07-20,9,189,A PERFECT SPY,JOHN LE CARR��
1986-07-20,10,5309,THE GOOD MOTHER,SUE MILLER
1986-07-20,11,2026,GONE WITH THE WIND,MARGARET MITCHELL
1986-07-20,12,2624,LAKE WOBEGON DAYS,GARRISON KEILLOR
1986-07-20,13,596,BARRIER ISLAND,JOHN D. MACDONALD
1986-07-20,14,4443,TAMING A SEA-HORSE,ROBERT B. PARKER
1986-07-20,15,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-07-27,1,7165,WANDERLUST,DANIELLE STEEL
1986-07-27,2,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-07-27,3,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-07-27,4,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-07-27,5,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-07-27,6,189,A PERFECT SPY,JOHN LE CARR��
1986-07-27,7,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-07-27,8,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-07-27,9,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-07-27,10,5309,THE GOOD MOTHER,SUE MILLER
1986-07-27,11,596,BARRIER ISLAND,JOHN D. MACDONALD
1986-07-27,12,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-07-27,13,2624,LAKE WOBEGON DAYS,GARRISON KEILLOR
1986-07-27,14,4443,TAMING A SEA-HORSE,ROBERT B. PARKER
1986-07-27,15,3668,Q CLEARANCE,PETER BENCHLEY
1986-07-27,16,2753,LONESOME DOVE,LARRY MCMURTRY
1986-08-03,1,7165,WANDERLUST,DANIELLE STEEL
1986-08-03,2,3741,RED STORM RISING,TOM CLANCY
1986-08-03,3,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-08-03,4,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-08-03,5,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-08-03,6,189,A PERFECT SPY,JOHN LE CARR��
1986-08-03,7,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-08-03,8,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-08-03,9,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-08-03,10,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-08-03,11,5309,THE GOOD MOTHER,SUE MILLER
1986-08-03,12,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-08-03,13,596,BARRIER ISLAND,JOHN D. MACDONALD
1986-08-03,14,4443,TAMING A SEA-HORSE,ROBERT B. PARKER
1986-08-03,15,2544,KATE VAIDEN,REYNOLDS PRICE
1986-08-10,1,7165,WANDERLUST,DANIELLE STEEL
1986-08-10,2,3741,RED STORM RISING,TOM CLANCY
1986-08-10,3,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-08-10,4,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-08-10,5,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-08-10,6,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-08-10,7,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-08-10,8,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-08-10,9,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-08-10,10,189,A PERFECT SPY,JOHN LE CARR��
1986-08-10,11,5309,THE GOOD MOTHER,SUE MILLER
1986-08-10,12,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-08-10,13,596,BARRIER ISLAND,JOHN D. MACDONALD
1986-08-10,14,4427,TABLE MONEY,JIMMY BRESLIN
1986-08-10,15,3668,Q CLEARANCE,PETER BENCHLEY
1986-08-17,1,3741,RED STORM RISING,TOM CLANCY
1986-08-17,2,7165,WANDERLUST,DANIELLE STEEL
1986-08-17,3,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-08-17,4,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-08-17,5,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-08-17,6,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-08-17,7,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-08-17,8,5309,THE GOOD MOTHER,SUE MILLER
1986-08-17,9,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-08-17,10,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-08-17,11,189,A PERFECT SPY,JOHN LE CARR��
1986-08-17,12,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-08-17,13,428,AN ALIEN AFFAIR,L. RON HUBBARD
1986-08-17,14,4401,SUSPECTS,WILLIAM J. CAUNITZ
1986-08-17,15,596,BARRIER ISLAND,JOHN D. MACDONALD
1986-08-24,1,3741,RED STORM RISING,TOM CLANCY
1986-08-24,2,7165,WANDERLUST,DANIELLE STEEL
1986-08-24,3,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-08-24,4,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-08-24,5,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-08-24,6,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-08-24,7,5309,THE GOOD MOTHER,SUE MILLER
1986-08-24,8,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-08-24,9,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-08-24,10,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-08-24,11,189,A PERFECT SPY,JOHN LE CARR��
1986-08-24,12,4401,SUSPECTS,WILLIAM J. CAUNITZ
1986-08-24,13,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-08-24,14,3751,REGRETS ONLY,SALLY QUINN
1986-08-24,15,4141,SLAVES OF NEW YORK,TAMA JANOWITZ
1986-08-24,16,428,AN ALIEN AFFAIR,L. RON HUBBARD
1986-08-31,1,3741,RED STORM RISING,TOM CLANCY
1986-08-31,2,7165,WANDERLUST,DANIELLE STEEL
1986-08-31,3,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-08-31,4,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-08-31,5,3751,REGRETS ONLY,SALLY QUINN
1986-08-31,6,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-08-31,7,189,A PERFECT SPY,JOHN LE CARR��
1986-08-31,8,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-08-31,9,5309,THE GOOD MOTHER,SUE MILLER
1986-08-31,10,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-08-31,11,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-08-31,12,4401,SUSPECTS,WILLIAM J. CAUNITZ
1986-08-31,13,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-08-31,14,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-08-31,15,4141,SLAVES OF NEW YORK,TAMA JANOWITZ
1986-09-07,1,3741,RED STORM RISING,TOM CLANCY
1986-09-07,2,7165,WANDERLUST,DANIELLE STEEL
1986-09-07,3,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-09-07,4,3751,REGRETS ONLY,SALLY QUINN
1986-09-07,5,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-09-07,6,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-09-07,7,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-09-07,8,4401,SUSPECTS,WILLIAM J. CAUNITZ
1986-09-07,9,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-09-07,10,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-09-07,11,5309,THE GOOD MOTHER,SUE MILLER
1986-09-07,12,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-09-07,13,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-09-07,14,189,A PERFECT SPY,JOHN LE CARR��
1986-09-07,15,5040,THE EIGHTH COMMANDMENT,LAWRENCE SANDERS
1986-09-14,1,2466,IT,STEPHEN KING
1986-09-14,2,3741,RED STORM RISING,TOM CLANCY
1986-09-14,3,7165,WANDERLUST,DANIELLE STEEL
1986-09-14,4,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-09-14,5,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-09-14,6,3751,REGRETS ONLY,SALLY QUINN
1986-09-14,7,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-09-14,8,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-09-14,9,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-09-14,10,5309,THE GOOD MOTHER,SUE MILLER
1986-09-14,11,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-09-14,12,4401,SUSPECTS,WILLIAM J. CAUNITZ
1986-09-14,13,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-09-14,14,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-09-14,15,189,A PERFECT SPY,JOHN LE CARR��
1986-09-21,1,2466,IT,STEPHEN KING
1986-09-21,2,3741,RED STORM RISING,TOM CLANCY
1986-09-21,3,7165,WANDERLUST,DANIELLE STEEL
1986-09-21,4,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-09-21,5,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-09-21,6,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-09-21,7,3751,REGRETS ONLY,SALLY QUINN
1986-09-21,8,4401,SUSPECTS,WILLIAM J. CAUNITZ
1986-09-21,9,3849,ROGER'S VERSION,JOHN UPDIKE
1986-09-21,10,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-09-21,11,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-09-21,12,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-09-21,13,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-09-21,14,5224,THE GARDEN OF EDEN,ERNEST HEMINGWAY
1986-09-21,15,5309,THE GOOD MOTHER,SUE MILLER
1986-09-21,16,189,A PERFECT SPY,JOHN LE CARR��
1986-09-28,1,2466,IT,STEPHEN KING
1986-09-28,2,3741,RED STORM RISING,TOM CLANCY
1986-09-28,3,7165,WANDERLUST,DANIELLE STEEL
1986-09-28,4,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-09-28,5,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-09-28,6,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-09-28,7,3849,ROGER'S VERSION,JOHN UPDIKE
1986-09-28,8,3751,REGRETS ONLY,SALLY QUINN
1986-09-28,9,4401,SUSPECTS,WILLIAM J. CAUNITZ
1986-09-28,10,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-09-28,11,5309,THE GOOD MOTHER,SUE MILLER
1986-09-28,12,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-09-28,13,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-09-28,14,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-09-28,15,4609,THE BEET QUEEN,LOUISE ERDRICH
1986-10-05,1,2466,IT,STEPHEN KING
1986-10-05,2,3741,RED STORM RISING,TOM CLANCY
1986-10-05,3,7165,WANDERLUST,DANIELLE STEEL
1986-10-05,4,3849,ROGER'S VERSION,JOHN UPDIKE
1986-10-05,5,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-10-05,6,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-10-05,7,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-10-05,8,3751,REGRETS ONLY,SALLY QUINN
1986-10-05,9,4609,THE BEET QUEEN,LOUISE ERDRICH
1986-10-05,10,6051,THE PRINCE OF TIDES,PAT CONROY
1986-10-05,11,4401,SUSPECTS,WILLIAM J. CAUNITZ
1986-10-05,12,5309,THE GOOD MOTHER,SUE MILLER
1986-10-05,13,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-10-05,14,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-10-05,15,307,ACT OF WILL,BARBARA TAYLOR BRADFORD
1986-10-12,1,2466,IT,STEPHEN KING
1986-10-12,2,3741,RED STORM RISING,TOM CLANCY
1986-10-12,3,7165,WANDERLUST,DANIELLE STEEL
1986-10-12,4,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-10-12,5,3849,ROGER'S VERSION,JOHN UPDIKE
1986-10-12,6,6051,THE PRINCE OF TIDES,PAT CONROY
1986-10-12,7,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-10-12,8,4609,THE BEET QUEEN,LOUISE ERDRICH
1986-10-12,9,5285,THE GOLDEN CUP,BELVA PLAIN
1986-10-12,10,3751,REGRETS ONLY,SALLY QUINN
1986-10-12,11,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-10-12,12,4707,THE BOURNE SUPREMACY,ROBERT LUDLUM
1986-10-12,13,4401,SUSPECTS,WILLIAM J. CAUNITZ
1986-10-12,14,5744,THE MAMMOTH HUNTERS,JEAN M. AUEL
1986-10-12,15,2334,I'LL TAKE MANHATTAN,JUDITH KRANTZ
1986-10-12,16,5309,THE GOOD MOTHER,SUE MILLER
1986-10-19,1,2466,IT,STEPHEN KING
1986-10-19,2,3741,RED STORM RISING,TOM CLANCY
1986-10-19,3,2215,HOLLYWOOD HUSBANDS,JACKIE COLLINS
1986-10-19,4,7165,WANDERLUST,DANIELLE STEEL
1986-10-19,5,6051,THE PRINCE OF TIDES,PAT CONROY
1986-10-19,6,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-10-19,7,3849,ROGER'S VERSION,JOHN UPDIKE
1986-10-19,8,4609,THE BEET QUEEN,LOUISE ERDRICH
1986-10-19,9,5285,THE GOLDEN CUP,BELVA PLAIN
1986-10-19,10,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-10-19,11,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-10-19,12,1906,FOUNDATION AND EARTH,ISAAC ASIMOV
1986-10-19,13,3751,REGRETS ONLY,SALLY QUINN
1986-10-19,14,5309,THE GOOD MOTHER,SUE MILLER
1986-10-19,15,6701,THE WILD BLUE,WALTER J. BOYNE AND STEVEN L. THOMPSON
1986-10-26,1,2466,IT,STEPHEN KING
1986-10-26,2,3741,RED STORM RISING,TOM CLANCY
1986-10-26,3,2215,HOLLYWOOD HUSBANDS,JACKIE COLLINS
1986-10-26,4,6051,THE PRINCE OF TIDES,PAT CONROY
1986-10-26,5,7165,WANDERLUST,DANIELLE STEEL
1986-10-26,6,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-10-26,7,3849,ROGER'S VERSION,JOHN UPDIKE
1986-10-26,8,4609,THE BEET QUEEN,LOUISE ERDRICH
1986-10-26,9,5285,THE GOLDEN CUP,BELVA PLAIN
1986-10-26,10,1906,FOUNDATION AND EARTH,ISAAC ASIMOV
1986-10-26,11,162,A MATTER OF HONOR,JEFFREY ARCHER
1986-10-26,12,1903,FORTUNE OF FEAR,L. RON HUBBARD
1986-10-26,13,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-10-26,14,5309,THE GOOD MOTHER,SUE MILLER
1986-10-26,15,4401,SUSPECTS,WILLIAM J. CAUNITZ
1986-11-02,1,2466,IT,STEPHEN KING
1986-11-02,2,3741,RED STORM RISING,TOM CLANCY
1986-11-02,3,2215,HOLLYWOOD HUSBANDS,JACKIE COLLINS
1986-11-02,4,6051,THE PRINCE OF TIDES,PAT CONROY
1986-11-02,5,7165,WANDERLUST,DANIELLE STEEL
1986-11-02,6,5285,THE GOLDEN CUP,BELVA PLAIN
1986-11-02,7,1906,FOUNDATION AND EARTH,ISAAC ASIMOV
1986-11-02,8,251,A TASTE FOR DEATH,P. D. JAMES
1986-11-02,9,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-11-02,10,1903,FORTUNE OF FEAR,L. RON HUBBARD
1986-11-02,11,3849,ROGER'S VERSION,JOHN UPDIKE
1986-11-02,12,1855,FLIGHT OF THE INTRUDER,STEPHEN COONTS
1986-11-02,13,4609,THE BEET QUEEN,LOUISE ERDRICH
1986-11-02,14,3502,PERFUME,PATRICK SUSKIND
1986-11-02,15,6701,THE WILD BLUE,WALTER J. BOYNE AND STEVEN L. THOMPSON
1986-11-09,1,2466,IT,STEPHEN KING
1986-11-09,2,3741,RED STORM RISING,TOM CLANCY
1986-11-09,3,2215,HOLLYWOOD HUSBANDS,JACKIE COLLINS
1986-11-09,4,7251,WHIRLWIND,JAMES CLAVELL
1986-11-09,5,6051,THE PRINCE OF TIDES,PAT CONROY
1986-11-09,6,251,A TASTE FOR DEATH,P. D. JAMES
1986-11-09,7,5285,THE GOLDEN CUP,BELVA PLAIN
1986-11-09,8,7165,WANDERLUST,DANIELLE STEEL
1986-11-09,9,1906,FOUNDATION AND EARTH,ISAAC ASIMOV
1986-11-09,10,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-11-09,11,3849,ROGER'S VERSION,JOHN UPDIKE
1986-11-09,12,4609,THE BEET QUEEN,LOUISE ERDRICH
1986-11-09,13,3502,PERFUME,PATRICK SUSKIND
1986-11-09,14,1855,FLIGHT OF THE INTRUDER,STEPHEN COONTS
1986-11-09,15,1903,FORTUNE OF FEAR,L. RON HUBBARD
1986-11-16,1,2466,IT,STEPHEN KING
1986-11-16,2,7251,WHIRLWIND,JAMES CLAVELL
1986-11-16,3,3741,RED STORM RISING,TOM CLANCY
1986-11-16,4,2215,HOLLYWOOD HUSBANDS,JACKIE COLLINS
1986-11-16,5,251,A TASTE FOR DEATH,P. D. JAMES
1986-11-16,6,6051,THE PRINCE OF TIDES,PAT CONROY
1986-11-16,7,1906,FOUNDATION AND EARTH,ISAAC ASIMOV
1986-11-16,8,3849,ROGER'S VERSION,JOHN UPDIKE
1986-11-16,9,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-11-16,10,7165,WANDERLUST,DANIELLE STEEL
1986-11-16,11,5285,THE GOLDEN CUP,BELVA PLAIN
1986-11-16,12,3502,PERFUME,PATRICK SUSKIND
1986-11-16,13,4609,THE BEET QUEEN,LOUISE ERDRICH
1986-11-16,14,1855,FLIGHT OF THE INTRUDER,STEPHEN COONTS
1986-11-16,15,1903,FORTUNE OF FEAR,L. RON HUBBARD
1986-11-23,1,7251,WHIRLWIND,JAMES CLAVELL
1986-11-23,2,2466,IT,STEPHEN KING
1986-11-23,3,3741,RED STORM RISING,TOM CLANCY
1986-11-23,4,2215,HOLLYWOOD HUSBANDS,JACKIE COLLINS
1986-11-23,5,251,A TASTE FOR DEATH,P. D. JAMES
1986-11-23,6,6051,THE PRINCE OF TIDES,PAT CONROY
1986-11-23,7,1906,FOUNDATION AND EARTH,ISAAC ASIMOV
1986-11-23,8,1855,FLIGHT OF THE INTRUDER,STEPHEN COONTS
1986-11-23,9,5285,THE GOLDEN CUP,BELVA PLAIN
1986-11-23,10,3502,PERFUME,PATRICK SUSKIND
1986-11-23,11,4609,THE BEET QUEEN,LOUISE ERDRICH
1986-11-23,12,7165,WANDERLUST,DANIELLE STEEL
1986-11-23,13,3849,ROGER'S VERSION,JOHN UPDIKE
1986-11-23,14,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-11-23,15,5805,THE MIRROR OF HER DREAMS,STEPHEN R. DONALDSON
1986-11-30,1,7251,WHIRLWIND,JAMES CLAVELL
1986-11-30,2,2466,IT,STEPHEN KING
1986-11-30,3,3741,RED STORM RISING,TOM CLANCY
1986-11-30,4,251,A TASTE FOR DEATH,P. D. JAMES
1986-11-30,5,2215,HOLLYWOOD HUSBANDS,JACKIE COLLINS
1986-11-30,6,6051,THE PRINCE OF TIDES,PAT CONROY
1986-11-30,7,1855,FLIGHT OF THE INTRUDER,STEPHEN COONTS
1986-11-30,8,1906,FOUNDATION AND EARTH,ISAAC ASIMOV
1986-11-30,9,6843,THROUGH A GLASS DARKLY,KARLEEN KOEN
1986-11-30,10,5285,THE GOLDEN CUP,BELVA PLAIN
1986-11-30,11,3502,PERFUME,PATRICK SUSKIND
1986-11-30,12,7165,WANDERLUST,DANIELLE STEEL
1986-11-30,13,4609,THE BEET QUEEN,LOUISE ERDRICH
1986-11-30,14,5805,THE MIRROR OF HER DREAMS,STEPHEN R. DONALDSON
1986-11-30,15,2639,LAST OF THE BREED,LOUIS L'AMOUR
1986-12-07,1,7251,WHIRLWIND,JAMES CLAVELL
1986-12-07,2,2466,IT,STEPHEN KING
1986-12-07,3,3741,RED STORM RISING,TOM CLANCY
1986-12-07,4,251,A TASTE FOR DEATH,P. D. JAMES
1986-12-07,5,2215,HOLLYWOOD HUSBANDS,JACKIE COLLINS
1986-12-07,6,6051,THE PRINCE OF TIDES,PAT CONROY
1986-12-07,7,1855,FLIGHT OF THE INTRUDER,STEPHEN COONTS
1986-12-07,8,1906,FOUNDATION AND EARTH,ISAAC ASIMOV
1986-12-07,9,7165,WANDERLUST,DANIELLE STEEL
1986-12-07,10,5285,THE GOLDEN CUP,BELVA PLAIN
