HENRI FAUCONNIER,1
ROBERT ELEGANT,1
KYLE ONSTOTT,1
NEAL TRAVIS,1
JENNIFER EGAN,1
ARTHUR C. CLARKE,4
VICKI BAUM,5
BRIAN JACQUES,3
JUDITH KELLY,1
JOHN LE CARRE,2
MAZO DE LA ROCHE,1
KIT WILLIAMS,2
GWYN GRIFFIN,2
BARNABY CONRAD,1
KARL MARLANTES,1
E.M. FORSTER,1
ART SPIEGELMAN,1
MYRON BRINIG,4
JENNIFER CRUSIE,2
LARRY COLLINS.,1
MICHAEL SAVAGE,1
ELIZABETH FLOCK,1
EDGAR CANTERO,1
CLIVE CUSSLER AND PAUL KEMPRECOS,1
JOHN MARQUAND,1
JIM CARREY AND DANA VACHON,1
ARTHUR GOLDEN,1
EDMUND WILSON,1
BESSIE BREUER,1
CHARLES NORDHOFF AND JAMES N. HALL,1
JULES ROMAINS,2
SILVIA MORENO-GARCIA,1
DANIEL H. WILSON,2
MICHAEL CRICHTON AND RICHARD PRESTON,1
CHARLES JOHNSON,1
SISTER SOULJAH,3
E. ANNIE PROULX,1
ALBERT BROOKS,1
JAMES H. STREET,2
JAMES PATTERSON AND PETER DE JONGE,1
JAMES PATTERSON AND PETER DE JONGE,4
CLIVE CUSSLER WITH JACK DU BRUL,3
BESS STREETER ALDRICH,2
ANN B. ROSS,1
MARY ROBERTS RINEHART,6
OLIVER NORTH WITH JOE MUSSER,1
THOMAS HEGGEN,1
BART SPICER,1
TERENCE HANBURY WHITE,2
DAPHNE ROOKE,1
EMMA STRAUB,3
LIN YUTANG,2
SANJAY GUPTA,1
HARRY KEMELMAN,6
ROBERT MOSS AND ARNAUD DE BORCHGRAVE,1
HARRY SYLVESTER,1
JOHN MEADE FALKNER,1
MICHAEL CHABON,5
COLLEEN MCCULLOUGH,6
JAMES CARROLL,1
KRISTEN ARNETT,1
MELINDA HAYNES,1
MAYA ANGELOU,3
EVAN HUNTER,2
HERVEY ALLEN,5
DE DEVERAUX,1
JOHN BUCHAN,2
BERNARD AUGUSTINE DE VOTO,1
PERRI O'SHAUGHNESSY,2
GARSON KANIN,1
ISABEL RORICK,1
ERIC HODGINS,1
DAVID FROME,1
PAUL GALLICO,6
EVAN CONNELL,1
ROBERT TALLANT,1
SUSAN HILL,1
JENNIFER CHIAVERINI,8
BENEDICT FREEDMAN AND NANCY FREEDMAN,1
KRESSMAN TAYLOR,1
JAN STRUTHER,1
FANNIE COOK,1
ELIZABETH VON ARNIM,1
MARGARET TRUMAN,2
MARGARET TRUMAN.,1
MARLO MORGAN,1
GABRIEL TALLENT,1
MARY STEWART,12
KATE ELIZABETH RUSSELL,1
NUALA O'FAOLAIN,1
DR. SEUSS. ILLUSTRATED BY STEVE JOHNSON AND LOU FANCHER,1
ELIZABETH STROUT,5
PAUL THEROUX,2
RUTH MCKENNEY,1
TILLY BAGSHAWE,1
KARL OVE KNAUSGAARD,2
JOSEPH AUSLANDER AND AUDREY WURDEMANN,1
PENELOPE ASHE,1
ENID BAGNOLD,2
RICHARD WRIGHT,1
DYLAN THOMAS,1
EDWIN GILBERT,3
JOHN DARNTON,1
KAMALA MARKANDAYA,1
KAREN CLEVELAND,1
WILLIAM MARTIN,3
ISABEL PATERSON,1
TOM CHAMALES,1
STEPHEN L. CARTER,2
YAEL DAYAN,1
EUGENIA PRICE,6
HARNETT THOMAS KANE,1
JOHN JENNINGS,4
GERALD KERSH,1
NELSON DEMILLE,15
MARISHA PESSL,1
CLARE FRANCIS,1
THOMAS PERRY,1
WILLIAM LINDSAY GRESHAM,1
LIANE MORIARTY,4
LEIGH BARDUGO,1
ROBERT HENRIQUES,2
JOHN GARDNER.,1
JOHN MCPARTLAND,1
BRAD TAYLOR,2
DEBORAH CROMBIE,3
JANET BEITH,1
VITA SACKVILLE-WEST,1
MAC HYMAN,1
NELIA GARDNER WHITE,4
COLM TOIBIN,1
SALLY ROONEY,1
MORTON THOMPSON,2
VLADIMIR DUDINTSEV,1
TRISTRAM COFFIN,1
JOJO MOYES,5
KEVIN WILSON,1
JOSEPHINE JOHNSON,1
ZANE,1
CHRISTOPHER REICH,3
E. T. A. HOFFMANN,1
ZADIE SMITH,4
BRANDON SANDERSON,7
THOMAS WOLFE,4
NORAH LOFTS,8
ALICE TISDALE HOBART,7
REGINALD ARKELL,1
ISAAC BASHEVIS SINGER,1
ALLAN GURGANUS,1
TOM CLANCY WITH PETER TELEP,1
HELEN FIELDING,4
OCEAN VUONG,1
IAN FLEMING,3
PIERRE SALINGER,1
MARY ALICE MONROE,4
JACK KEROUAC,1
JOHN L. PARKER JR.,1
JAMES FINN GARNER,3
WALTER DURANTY,1
B. J. NOVAK,1
MARY LASSWELL,2
MARY JO PUTNEY,1
WILLIAM GIBSON,6
MILDRED JORDAN,2
WILLIAM R. FORSTCHEN,2
WELDON HILL,1
GRANVILLE HICKS,1
MARK Z. DANIELEWSKI,1
JAMES PATTERSON WITH ANDREW GROSS,1
GLENN BECK WITH HARRIET PARKE,1
PHILIP WYLIE,5
KAREN TRAVISS,3
JUDITH GUEST,2
TRUMAN CAPOTE,3
JEAN GENET,1
EDWARD MCSORLEY,1
KENT HARUF,2
F VAN WYCK MASON,1
GREGG HURWITZ,1
EDOUARD PIESSON,1
RODDY DOYLE,1
G. B. LANCASTER,2
JASON MATTHEWS,2
THYRA FERRE BJORN,1
L. RON HUBBARD AND KEVIN J. ANDERSON,1
ESTHER FORBES,3
JOHN MORTIMER,1
JOHN MORTIMER.,1
C J. BOX,1
FRANCOISE SAGAN,4
BILLY COLLINS,2
JERZY KUSINSKI,1
JAMES M. CAIN,4
HUMPHREY COBB,1
HARNETT T. KANE,4
? BY SUSAN ELIZABETH PHILLIPS,1
SUSAN HOWATCH,5
GERALDINE BROOKS,3
EDWARD F. MURPHY,1
JAMES ELLROY,2
PATRICK SUSKIND,1
GRACE METALIOUS,2
JO NESBØ,2
TED BELL,6
RANDALL JARRELL,1
TIM DORSEY,1
RICHARD POWELL,2
CLIVE CUSSLER AND ROBIN BURCELL,5
CHARLES NORDLOFF AND JAMES NORMAN HALL,3
KYUNG-SOOK SHIN,1
DAVID AND LEIGH EDDINGS,2
NOEL COWARD,1
RAYMOND CHANDLER AND ROBERT B. PARKER,1
ROBERT RUARK,4
JAMES PATTERSON AND RICHARD DILALLO,3
ALICE WALKER,4
A. S. BYATT,1
CARRIE FISHER,2
ARTHUR MEEKER,2
JOSEPH FINK,1
SANDRA DALLAS,1
SCOTT TUROW.,1
JUDITH AND GARFIELD REEVES-STEVENS,2
JAY RICHARD KENNEDY,1
DOROTHY CLARKE WILSON,1
SAMUEL SHELLANBARGER,1
RAYMOND E. FEIST.,1
EDWARD P. JONES,1
JAMES PATTERSON AND MARK SULLIVAN,6
PHYLLIS BOLTOME,1
MARGARET WANDER BONANNO,1
DICK FRANCIS.,1
JAMES LEO HERLIHY,1
FRANK MCDONALD,1
HELEN VAN SLYKE WITH JAMES ELWARD,1
STRINGFELLOW BARR,1
MICHAEL JAN FRIEDMAN,2
FRANCIS HACKETT,1
INGLIS CLARK FLETCHER,3
MICHAEL KORDA,3
EVELYN EATON,2
WILLIAM KENNEDY,1
BAILEY WHITE,1
CHARLES E. MERCER,1
SYLVIA TENENBAUM,1
SIDNEY SHELDON,1
PAUL AUSTER,1
THORNE SMITH,4
WALTER MACKEN,1
GARLAND ROARK,2
ROSS LOCKRIDGE,1
RICHARD ALDINGTON,1
MAX SCHULMAN,1
ARTHUR C. CLARKE AND GENTRY LEE,2
KIMBERLY MCCREIGHT,1
JACQUELINE WOODSON,2
MARK GREANEY AND HUNTER RIPLEY RAWLINGS IV,1
LARRY BOND,2
GUY MCCRONE,2
RICHARD BRADFORD,1
PHIL KLAY,1
JOHN SCALZI,1
MATTIE J. T. STEPANEK,1
SALLY QUINN,1
MYRON S. KAUFMANN,1
JAMES SALTER,1
SANTHA RAMA RAU,1
NORA ROBERTS AND J. D. ROBB,1
CARL SANDBURG,1
JAMES MILLS,1
ARTHUR GORDON,1
! BY W. E. B. GRIFFIN,2
ADAPTED BY JOAN D. VINGE,2
PETER DEVRIES,1
MERLE MILLER,2
ELIZABETH BUCHAN,1
MATTHEW STOVER,1
DONALD MCCAIG,1
H. ALLEN SMITH,1
JANET AYER FAIRBANK,1
KEVIN KWAN,2
LAU SHAW,1
ROBERT PENN WARREN,5
DORIS MORTMAN.,1
ANTHONY DOERR,1
JAMES RAMSEY ULLMAN,4
A. HAMILTON GIBBS,2
SHIRLEY BARKER,1
CHARLES E. ISRAEL,1
REED FARREL COLEMAN,4
ACE ATKINS,6
OLEN STEINHAUER,2
MICHAEL BRANDMAN,5
PAUL GARRISON,1
ANNE HILLERMAN,5
ALEXANDER FREED,1
EDITED BY GEORGE R. R. MARTIN AND GARDNER DOZOIS,1
JAMES BOYD,1
JOHN BRAINE,1
BEN BURMAN,1
IRA LEVIN,3
LEILA MEACHAM,1
NANCY HALLINAN,1
PATRICK F. MCMANUS,1
ETHAN HAWKE,1
EDWARD L. BEACH,1
RACHEL FIELD,3
DOUG DORST,1
ELVA WILLIAMS,1
KRISTIN GORE,1
LUANNE RICE,1
VINCENT SHEEAN,2
A.C. CRISPIN,1
BERTRAND RUSSELL,1
JOHN SANDFORD AND CTEIN,1
JACK CARR,1
AMY TAN,6
"WILLIAM F. BUCKLEY, JR",1
RICHARD BISSELL,1
HARNETT T. KANE AND VICTOR LECLERC,1
ALEXANDRA RIPLEY,1
RAFAEL SABATINI,3
PEARL SCHIFF,1
KHALED HOSSEINI. ILLUSTRATED BY DAN WILLIAMS,1
JEAN KWOK,1
DOROTHY CANFIELD,2
MAGGIE SHIPSTEAD,1
CHANG-RAE LEE,1
KATHLEEN NORRIS,9
ROBERT W. CHAMBERS,1
F. LEE BAILEY,1
CHRIS BOHJALIAN,8
SUSAN MALLERY,1
ELICK MOLL,1
STRUTHERS BURT,1
WARWICK DEEPING,5
DEBORAH HARKNESS,4
M.M. KAYE,3
JIMMY CARTER,2
STEVE PERRY,1
RICHARD ADAMS,3
TREVANIAN,3
R. C. HUTCHINSON,3
KATHERINE ANNE PORTER,1
GUNNAR GUNNARSSON,1
STEVE MARTIN,3
R.A. SALVATORE,4
JAMES ALDRIDGE,2
ROBERT B. PARKER WITH HELEN BRANN,1
BEBE MOORE CAMPBELL,4
JOHN PHILLIPS MARQUAND,1
JESMYN WARD,1
DELIA EPHRON,1
MADISON COOPER,1
ALLISON PATAKI,2
ANN BRASHARES,2
STUART WOODS AND PARNELL HALL,4
BETHENNY FRANKEL WITH EVE ADAMSON,1
DAVID MITCHELL,4
JEANINE CUMMINS,1
TAMA JANOWITZ,1
STEPHEN KING AND OWEN KING,1
ROSS MACDONALD,2
MICHAEL FOSTER,1
PETER HOEG,1
DAVID PILGRIM,1
SARA KASDAN,1
ERNEST KELLOGG GANN,1
LAUREN GRAHAM,1
CATHERINE STEADMAN,1
JOSEPH GEORGE HITREC,1
ANN PACKER,2
MARJORIE K. RAWLINGS,1
PAT CONROY,3
WINIFRED HOLTBY,1
HANK GREEN,2
CHARLES MORGAN,4
OLIVER LAFARGE,1
MARISHA PESSI,1
MICHAEL CUNNINGHAM,2
IRA WOLFERT,1
NAOMI NOVIK,2
SYLVIA ASHTON-WARNER,1
ROBERT WILDER,8
RUTH MOORE,2
B. S. ALDRICH,1
BETTE BAO LORD,1
DAVID SEDARIS,1
ROBERT H.K. WALTER,1
PAMELA ANDERSON,1
J.M. DILLARD,2
CLAUDIA GRAY,2
VARIOUS AUTHORS,1
DANIEL JOSÉ OLDER,1
DELILAH S. DAWSON,1
TAYARI JONES,1
ALAN DEAN FOSTER,3
JASON FRY,1
RAE CARSON,1
F. VAN WYCK MASON,1
GREER HENDRICKS AND SARAH PEKKANEN,3
EMILY ST. JOHN MANDEL,2
ILONA KARMEL,1
JOHN T. MCINTYRE,1
"""MISS READ""",2
PAYNE HARRISON,1
LILLIAN SMITH,1
GWENDA BOND,1
DOMINICK  DUNNE,1
PHIL STONG,2
KILEY REID,1
LOIS GOULD,1
IRÈNE NÉMIROVSKY,1
HERMAN RAUCHER,1
IAIN PEARS,1
JAMES PATTERSON AND GABRIELLE CHARBONNET,1
GARY SHTEYNGART,1
ALICE ADAMS,1
PATRICK TAYLOR,1
CHRISTOPHER BUCKLEY,3
ARMISTEAD MAUPIN,2
NANCY THAYER,1
KAREN RUSSELL,2
FRANCINE PASCAL,1
STEPHANIE DANLER,1
HAROLD COYLE,4
JIMMY BRESLIN,3
ELIZABETH GRAY VINING,2
JIMMY  BUFFETT,1
ADELA ROGERS ST. JOHNS,1
EDITED BY SOMERSET MAUGHAM,1
ALEXIS CURVERS,1
STEPHANIE LAURENS,7
F. SCOTT FITZGERALD,1
SAMUEL H. ADAMS,1
JAMES PATTERSON AND ANDREW BOURELLE,2
WILBUR DANIEL STEELE,1
JAMES THURBER,3
JOHN M. DEL VECCHIO,1
STEVE BERRY,17
DAVID EBERSHOFF,1
EUGENE BURDICK,2
AUBREY MENEN,5
CHRIS PAVONE,2
JOYCE CAROL OATES,2
MIKA WALTARI,6
WILLIAM SAROYAN,3
C.P. SNOW,1
ARTHUR KOESTLER,2
KAREN THOMPSON WALKER,1
JEAN PAUL SARTRE,1
VAUGHAN WILKINS,1
CHARLES MILLS,1
ALICE SEBOLD,2
LAURA KREY,1
ROBERT LUDLUM,22
JIM HARRISON,1
CARLOS RUIZ ZAFÓN,2
PIERRE ANDREZEL,1
CLYDE BRION DAVIS,1
ERNEST K. GANN,4
ELIA KAZAN,3
CHAD HARBACH,1
CLIVE CUSSLER AND JUSTIN SCOTT,9
HILARY MANTEL,4
OLIVER NORTH AND JOE MUSSER,2
STEPHEN BIRMINGHAM,2
MELANIE BENJAMIN,2
WILLIAM MARCH,1
SERGEANNE GOLON,1
STEPHEN LONGSTREET,2
WILLIAM MCFEE,2
J.P. DONLEAVY,2
MABEL SEELEY,2
MARK RASCOVICH,1
DANIELLE TRUSSONI,1
SYLVIA PLATH,1
HALL HUNTER,1
EDITED BY JOHN UPDIKE AND KATRINA KENISON,1
SELECTED BY CAROLINE KENNEDY,2
JANET EVANOVICH AND PETER EVANOVICH,1
DOUGLAS KENNEDY,1
A.B. GUTHRIE JR,2
JOHN BROOKS,1
PAUL EMIL ERDMAN,1
JOHN MASEFIELD,2
REBECCA WEST,3
AGNES SLIGH TURNBULL,2
JAY WALZ,1
MARILYN FRENCH,2
BRENT WEEKS,4
JAMES ROLLINS AND REBECCA CANTRELL,1
LOTHAR-GUENTHER BUCHHEIM,1
LOTHAR-GUNTHER BUCHHEIM,1
PHILIPPA GREGORY,14
HANNAH CRAFTS. EDITED BY HENRY LOUIS GATES JR,1
SAMANTHA SHANNON,3
MAREK HALTER,1
MICHAEL GRUBER,1
BRAD MELTZER,10
SUE MONK KIDD,3
LISA WINGATE,2
TERENCE H. WHITE,1
MICHAEL ONDAATJE,2
JOHN DUNNING,1
DON WINSLOW,3
JAN WESTCOTT,2
ANITA DIAMANT,1
CHARLES MERGENDAHL,1
TOM LEA,2
B. A. PARIS,2
TED DEKKER,3
JUNOT DÍAZ,2
RICHARD SHERMAN,1
MARGUERITE STEEN,4
H. G. WELLS,1
THEODORE DREISER,1
KAZUO ISHIGURO,1
CLAIRE MESSUD,3
ALFRED NEUMANN,1
LAWRENCE SCHOONOVER,2
JAMES CAIN,1
"GIDEON WYCK, EDITED BY ALEXANDER LAING",1
ROBERT CRICHTON,2
SPIRO T. AGNEW,1
MARIO SOLDATI,1
JAN DE HARTOG,4
HENRY MORTON ROBINSON,2
LUDWIG LEWISOHN,1
S. S. VAN DINE,5
LILIAN JACKSON BRAUN,18
JEAN STAFFORD,1
JAMES REDFIELD,2
ADRIAN MCKINTY,1
M. SCOTT PECK,1
IRVING WALLACE,12
JANET EVANOVICH AND LEE GOLDBERG,5
WILLIAM MAXWELL,1
JAMES PATTERSON AND MAX DILALLO,1
JAMES PATTERSON WITH MAX DILALLO,1
STEPHANIE MEYER,1
STEPHENIE MEYER,2
IRA MORRIS,1
NINA FEDOROVA,2
FREDRIK BACKMAN,3
J. R. R. TOLKIEN. EDITED BY CHRISTOPHER TOLKIEN. ILLUSTRATED BY ALAN LEE,1
EDITED BY WILLIAM J. BENNETT. ILLUSTRATED BY MICHAEL HAGUE,1
KATHERINE WIGMORE EYRE,2
DONNA VANLIERE,3
JOSEPH HENRY JACKSON,1
GLENN BECK WITH KEVIN BALFE AND JASON WRIGHT,1
JULIE SALAMON,1
HELEN HUNTINGTON HOWE,1
JUSTIN CRONIN,3
N.K. JEMISIN,1
JEAN M. AUEL,6
KATE MORTON,3
JAMES PATTERSON AND J.D. BARKER,1
PATRICK O'BRIAN,4
ALAN ROSS,1
NORA LOFTS,1
SEYMOUR SHUBIN,1
ZOE OLDENBOURG,2
JAMES PATTERSON AND BRENDAN DUBOIS,2
ALEX BERENSON,9
DAVE WOLVERTON,1
RON RASH,1
PAUL E. ERDMAN,2
ELIE WIESEL,1
MICHEL FABER,1
WILLI HEINRICH,1
MICHAEL DORRIS AND LOUISE ERDRICH,1
VONDA N. MCINTYRE,1
MONA SIMPSON,1
MATTHEW PEARL,2
LORENZO CARCATERRA,1
CHRISTINE WESTON,1
ANN CLEEVES,1
CONNIE SCHULTZ,1
GLENWAY WESCOTT,1
JOHN SELBY,1
ROGER STERN,1
NOAH GORDON,2
CHARLES WERTENBAKER,1
AKWAEKE EMEZI,1
PLUM SYKES,2
JACQUELYN MITCHARD,2
MARTIN DIBNER,1
SARA GRUEN,3
NELSON DEMILLE AND ALEX DEMILLE,1
JOSEPH HAYES,1
RODERICK THORP,1
EDMUND SCHIDDEL,1
COLUM MCCANN,2
CARMEN CARTER,1
CATHERINE COULTER AND J. T. ELLISON,1
EDWIDGE DANTICAT,1
EDITED BY JOYCE REARDON,1
GEORGE V. HIGGINS,2
HERMAN KOCH,1
GRETCHEN FINLETTER,1
BUDD SCHULBERG,3
NICHOLAS EVANS,4
ANDRE SOUBIRAN,2
PETER HELLER,1
CAROLYN PARKHURST,1
HARRIETTE ARNOW,1
HAMMOND INNES,3
"JOHN D, MACDONALD",1
PHILIP VAN DOREN STERN,1
ELAINE DUNDY,1
LAJOS ZILABY,1
HOWARD SWIGGETT,1
LILLIAN BUDD,1
LEONARD Q. ROSS,1
BARRY BENEFIELD,2
GRAEME BASE,1
F.W. KENYON,1
CATHERINE COULTER AND J.T. ELLISON,3
ROBERT HERRICK,1
LAWRENCE WRIGHT,1
JEROME WEIDMAN,3
? BY SIDNEY SHELDON,1
V. S. NAIPAUL.,1
NORMAN MAILLER,1
HENRY SUTTON,1
ERNEST CLINE,1
KATHLEEN MCGOWAN,1
CLIVE CUSSLER AND RUSSELL BLAKE,2
GLENN BECK,4
GLENN BECK WITH JACK HENDERSON,1
PATRICK WHITE,2
STEPHEN KING.,1
GUILLERMO DEL TORO AND CHUCK HOGAN,3
IGOR GOUZENKO,1
J. R. R. TOLKIEN. EDITED BY CHRISTOPHER TOLKIEN,2
J.R.R. TOLKIEN,5
ROBERT KIRKMAN AND JAY BONANSINGA,2
T. JEFFERSON PARKER,1
MARIO PUZO. COMPLETED BY CAROL GINO,1
ED FALCO,1
ALBERTO MORAVIA,4
JAMES NORMAN HALL,1
LAURENCE KIRK,1
MEG WOLITZER,3
IAN CALDWELL,1
ANDY WEIR,2
LARRY COLLINS AND DOMINIQUE LAPIERRE,1
CATHERINE COULTER AND J. T. ELLISON,2
KATHERINE NEVILLE,1
MIRANDA JULY,1
ALEXANDER SOLZHENITSYN,1
JULIAN BARNES,2
MARTHA GRIMES,1
LEONARD COHEN,1
BAYNARD KENDRICK,1
RUTH SUCKOW,1
GEORGE CRONYN,1
SEAN WILLIAMS,2
STEVE SHAGAN,1
JONATHAN LETHEM,1
BERRY FLEMING,1
FRANCIS CARDINAL SPELLMAN,1
AYN RAND,2
DAVID BEATY,1
STANLEY POTTINGER,1
RICHARD HUGHES,1
ANDREW M. GREELEY.,1
GYSPY ROSE LEE,1
ANDREW DAVIDSON,1
GERALD WARNER BRACE,2
MCCREADY HUSTON,1
STEPHEN HARRIGAN,1
JOHN CASE,1
J P DELANEY,1
J. P. DELANEY,1
MARY BETH KEANE,1
DAVID LAGERCRANTZ,3
ALFRED HAYES,1
STIEG LARSSON,3
ABI DARÉ,1
EMMA CLINE,1
MELISSA BANK,1
GORDON DAHLQUIST,1
JIM BISHOP,1
DAVID GARNETT,1
L.P. HARTLEY,1
ARUNDHATI ROY,2
MARK WINEGARDNER,1
EDITH SIMON,1
BEATRIZ WILLIAMS,2
HOPE MUNTZ,1
DONNA TARTT,3
PEARL BUCK,1
JAY MCINERNEY,1
SUE MILLER,1
WALTER O'MEARA,1
AL MORGAN,1
RALPH INGERSOLL,1
RUBYLEA HALL,1
NIKOS KAZANTZAKIS,3
ROBIN MOORE,1
STORM JAMESON,1
MARY CAREY,1
MARY MCCARTHY,4
MARY ANN SHAFFER AND ANNIE BARROWS,1
SARAH BLAKE,2
LUCY FOLEY,1
KAREN WHITE,2
HELEN ASHTON,1
MARGARET ATWOOD.,1
MONICA DICKENS,1
JONATHAN CAHN,2
GERALD GREEN,3
JAKE TAPPER,1
KATHRYN STOCKETT,1
ALKA JOSHI,1
JAMES STREET,2
LIBBIE BLOCK,1
ELIZABETH KOSTOVA,2
JOSEPH S. PENNELL,1
GRAHAM MOORE,2
HAROLD SINCLAIR,1
DAVID DAVIDSON,2
BRAD MELTZER AND TOD GOLDBERG,1
ISABEL ALLENDE.,1
FRANK DE FELITTA,1
BERNARD DRYER,1
CHLOE BENJAMIN,1
TOM RACHMAN,1
MARC RIVETTE,1
SHEILA BURNFORD,1
ALEKSANDR SOLZHENITSYN,1
RICHARD FREDE,1
V.E. SCHWAB,2
EDWIN LANHAM,1
HEATHER GRAHAM,1
KAREN JOY FOWLER,1
"""ELIZABETH.",1
WRITTEN AND ILLUSTRATED BY DAVID SALTZMAN,1
AMANDA EYRE WARD,1
LION FEUCHWANGER,1
WRITTEN AND ILLUSTRATED BY JANET AND ALLAN AHLBERG,1
RICHARD HAYDN,1
GARY JENNINGS,1
WILLIAM SHATNER WITH JUDITH REEVES-STEVENS AND GARFIELD REEVES-STEVENS,1
GEORGE DAWES GREEN,1
JUN'ICHIRO TANIZAKI,1
JAMES ROLLINS AND GRANT BLACKWOOD,1
MARCIE WALSH WITH MICHAEL MALONE,1
KENNETH DODSON,1
NOEL BEHN,1
BRUNONIA BARRY,1
CONRAD RICHTER,2
ELEANOR PALFFY,1
LINDSAY ELLIS,1
VANESSA DIFFENBAUGH,1
JAMES G. COZZENS,1
PAUL ERDMAN,3
JULIE CLARK,1
LEE SMITH,1
MEGAN MIRANDA,1
ANDRE SCHWARZ-BART,1
TIM LAHAYE AND GREG DINALLO,1
DOMINIC SMITH,1
GEORGE SANTAYANA,1
TARA CONKLIN,1
NANCY JOOYOUN KIM,1
RAYMOND KHOURY,3
JOSEPH VIERTEL,1
ANN HELLESBUSCH HEBSON,1
ROGER VAILLAND,1
REX STOUT,1
WILLIAM E. BARRETT,2
TAWNI O'DELL,1
GUISEPPE DI LAMPEDUSA,1
JOAN RIVERS,1
CHARLOTTE ROGAN,1
M. L. STEDMAN,1
ELIZABETH SPENCER,2
HAMILTON BASSO,2
JOSEPH KESSEL,1
FIONA DAVIS,1
NINA GEORGE,1
EDNA O'BRIEN,1
RAYMOND CHANDLER,1
GIOVANNI GUARESCHI,1
ANNIE DILLARD,2
LOUIS L'AMOUR.,1
TERRY PRATCHETT AND STEPHEN BAXTER,1
JOHN SEDGES,1
FRANS G. BENGTSSON,1
JOHN LE CARRÉ,2
GORDON MERRICK,1
MEGHA MAJUMDAR,1
JOHN GUNTHER,1
JACK CAMPBELL,1
JANE HARPER,1
DANA STABENOW,2
J. M. DILLARD,1
MARGUERITE DURAS,1
VIRGINIA ROWANS,1
JHUMPA LAHIRI,3
ELEANOR CATTON,1
ELENA FERRANTE,1
ROBERT CARSON,1
LEV GROSSMAN,3
LUCY HERNDON CROCKETT,1
HENNING MANKELL,2
H.F.M. PRESCOTT,1
MARILYN DURHAM,1
ROBERT ST. JOHN,1
NANCY BRUFF,1
RICHARD CONDON,2
SIMONE DE BEAUVOIR,1
HOLLY PETERSON,1
JEFFREY EUGENIDES,1
RACHEL KUSHNER,1
RICHARD E. KIM,1
MAZ DE LA ROCHE,1
CLIVE CUSSLER AND THOMAS PERRY,2
STERLING QUINLAN,1
MATT HAIG,1
GAY COURTER,1
GARY TROUP,1
RUSSELL JANNEY,1
MARION ZIMMER BRADLEY,1
SOPHIE HANNAH,1
JETTA CARLETON,1
SUSAN GLASPELL,1
CLAIRE LOMBARDO,1
BRIT BENNETT,2
HAN SUYIN,1
THEODORE H. WHITE,2
LADY ELEANOR SMITH,1
DENNIS MCFARLAND,1
PHYLLIS GORDON DEMAREST,1
UMBERTO ECO.,1
EMMA MCLAUGHLIN AND NICOLA KRAUS,1
W. SOMESET MAUGHAM,1
RICHARD FLANAGAN,1
VIRGINIA EGGERTSEN SORENSEN,1
CYNTHIA D'APRIX SWEENEY,1
FRANK HOUGH,1
MICHAEL ENDE,1
KATHY TYERS,2
WALTER JON WILLIAMS,1
COLSON WHITEHEAD,3
CLEMENT MOORE. ILLUSTRATED BY JAN BRETT,1
ERIN MORGENSTERN,2
GEORGE PELECANOS,1
HANS KIRST,1
YANGSZE CHOO,1
NATHAN HILL,1
PAR LAGERKVIST,1
NATHANIEL BENCHLEY,1
THOMAS FLEMING,1
SHOLOM ALEICHEM,1
CARLOS FUENTES,1
AVERY CORMAN,1
MARIE BENEDICT,1
ADAM JOHNSON,1
MARY KUBICA,1
ANNIE PROULX,1
RICHARD A. WRIGHT,1
MILLEN BRAND,1
RICHARD POWERS,1
ELIZABETH PETERS AND JOAN HESS,1
DAVID FOSTER WALLACE,1
PETE DEXTER,1
ROBERT HICHENS,1
SUSAN ELIA MACNEAL,1
AIMEE BENDER,1
ROSALIND ERSKINE,1
SARAH WATERS,1
MARQUIS WILLIAM CHILDS,1
AIMEE MOLLOY,1
KATHERINE HOWE,1
JANICE Y. K. LEE,1
P.H. NEWBY,1
DOROTHY ERSKINE AND PATRICK DENNIS,1
HAROLD ROBBINS.,1
OVID WILLIAMS PIERCE,1
FRIEDRICH DUERRENMATT,1
ERNEST GEBLER,1
WRITTEN AND ILLUSTRATED BY CHRIS VAN ALLSBURG,1
LIONEL SHRIVER,1
JAMES PATTERSON AND LIZA MARKLUND,1
NAOMI ALDERMAN,1
BILL CLINTON AND JAMES PATTERSON,1
ROBERT J. SERLING,1
GLADYS ROCKMORE DAVIS,1
PAT CONROY.,1
CARLOS RUIZ ZAFON,1
JEFFERY ARCHER,1
NANCY HALE,2
PHILLIP ROTH,1
ROBERT COOVER,1
MILDRED WALKER,2
MICHAEL CRICHTON WRITING AS JEFFERY HUDSON,1
ALEXANDER CORDELL,1
ANTHONY HYDE,1
HAYWOOD SMITH,1
JOHN GREGORY  DUNNE,1
RICHARD BACHMAN,3
WILLIAM SHATNER WITH JUDITH AND GARFIELD REEVES-STEVENS,1
LEO ROSTEN,1
DEEPAK CHOPRA,2
JASON MOTT,1
CREATED BY BILL ADLER AND WRITTEN BY THOMAS CHASTAIN,2
NEAL STEPHENSON AND NICOLE GALLAND,1
TENNESSEE WILLIAMS,1
GRAEME SIMSION,1
G. B. STERN,1
SCOTT SMITH,1
IAN CALDWELL AND DUSTIN THOMASON,1
JOSH BAZELL,1
BETTE MIDLER,1
NIVEN BUSCH,2
RICHARD MCKENNA,1
C. S. FORRESTER,1
IAN STUART,1
ALAN LEMAY,1
CHARLES BOCK,1
JOHN PHILLIPS,1
STEVE HAMILTON,1
MARK FROST,2
CAROLYN HENNESY,1
DIANE MILLER,1
